Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,Problem_Type,Category
AP English Literature and Composition,14.0,3.0,17.0,-82.0,80.0,544,False,18.0,False,,18.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,1.0,207.0,150.0,100.0,100.0,71.9,up,28.1,4.0,4.0,On Track,AP
Physics 2,3.0,3.0,4.0,-10.0,2.0,111,False,19.0,True,['Apr'],19.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,162.0,130.0,100.0,100.0,80.1,up,19.9,1.0,1.0,On Track,College
College and University Admissions,19.0,2.0,23.0,-89.0,119.0,950,False,14.0,True,['Apr'],14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,306.0,251.0,23.0,23.1,84.6,down,-61.6,13.0,3.0,On Track (Low Util),College
AP Microeconomics,4.0,3.0,5.0,-25.0,7.0,133,False,21.0,True,['Apr'],21.0,2.0,2.0,1.0,2.0,3.0,5.0,6.0,2.0,2.0,1.0,2.0,4.0,6.0,4.0,,2.0,108.0,87.0,50.0,50.0,81.7,down,-31.7,4.0,2.0,On Track,AP
C++,2.0,2.0,2.0,0.0,0.0,100,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,148.0,125.0,0.0,0.0,85.0,down,-85.0,1.0,0.0,On Track (Low Util),College
Pharmacology,8.0,2.0,10.0,-75.0,42.0,400,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,141.0,108.0,50.0,50.0,78.2,down,-28.2,8.0,4.0,On Track,College
French 3,4.0,3.0,5.0,-14.0,4.0,117,False,24.0,False,,24.0,2.0,2.0,2.0,3.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,1.0,1.0,150.0,120.0,33.0,33.3,81.0,down,-47.6,3.0,1.0,On Track (Low Util),Language
Math 2,3.0,4.0,4.0,29.0,-6.0,78,True,27.0,True,['Apr'],26.0,2.0,2.0,2.0,2.0,4.0,6.0,8.0,3.0,2.0,2.0,2.0,6.0,6.0,6.0,,2.0,365.0,309.0,50.0,50.0,84.8,down,-34.8,2.0,1.0,True Supply Problem,High School
Multivariable Calculus,2.0,3.0,2.0,36.0,-5.0,74,True,19.0,True,['Apr'],19.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,0.0,2.0,150.0,130.0,87.0,,86.7,,,0.0,0.0,True Supply Problem,College
JavaScript,4.0,2.0,5.0,-50.0,14.0,200,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,155.0,122.0,50.0,50.0,79.1,down,-29.1,2.0,1.0,On Track,College
AP Computer Science Principles,4.0,2.0,5.0,-43.0,12.0,175,False,16.0,True,['Apr'],16.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,183.0,155.0,50.0,50.0,85.1,down,-35.1,2.0,1.0,On Track,AP
Corporate Finance,2.0,2.0,2.0,21.0,-3.0,82,True,17.0,False,,17.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,74.0,59.0,0.0,0.0,81.9,down,-81.9,2.0,0.0,Possible Placement Issue,College
Vietnamese,1.0,4.0,1.0,257.0,-18.0,28,True,25.0,False,,25.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,6.0,4.0,0.0,1.0,16.0,15.0,94.0,,93.8,,,0.0,0.0,True Supply Problem,Language
Cyber Security,7.0,2.0,8.0,-71.0,35.0,350,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,76.0,49.0,12.0,12.5,70.6,down,-58.1,8.0,1.0,On Track (Low Util),College
BCABA,2.0,2.0,2.0,0.0,0.0,100,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,14.0,7.0,0.0,0.0,53.8,down,-53.8,1.0,0.0,On Track (Low Util),Professional/Cert
IB Biology,3.0,2.0,4.0,-33.0,7.0,150,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,136.0,110.0,50.0,50.0,81.3,down,-31.3,2.0,1.0,On Track,IB
Electrical and Computer Engineering,1.0,2.0,1.0,143.0,-10.0,41,True,17.0,True,['Apr'],17.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,67.0,58.0,100.0,100.0,86.4,up,13.6,1.0,1.0,True Supply Problem,College
Statics and Dynamics,2.0,2.0,2.0,0.0,0.0,100,False,14.0,True,['Apr'],14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,76.0,63.0,83.0,,82.9,,,0.0,0.0,On Track,College
Applied Mathematics,5.0,2.0,6.0,-54.0,19.0,219,False,16.0,True,['Apr'],16.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,2.0,285.0,241.0,0.0,0.0,85.2,down,-85.2,2.0,0.0,On Track (Low Util),College
Robotics,1.0,2.0,1.0,129.0,-9.0,44,True,16.0,True,['Apr'],16.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,53.0,44.0,83.0,,83.0,,,0.0,0.0,True Supply Problem,Technology
Fine arts,6.0,2.0,7.0,-67.0,28.0,300,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,106.0,77.0,0.0,0.0,73.3,down,-73.3,1.0,0.0,On Track (Low Util),Arts & Music
Business Analytics,3.0,2.0,4.0,-19.0,4.0,124,False,17.0,True,['Apr'],17.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,140.0,116.0,33.0,33.3,83.9,down,-50.6,3.0,1.0,On Track (Low Util),College
PTCE,1.0,2.0,1.0,100.0,-7.0,50,True,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,9.0,8.0,89.0,,88.9,,,0.0,0.0,True Supply Problem,Professional/Cert
Filmmaking,2.0,2.0,2.0,7.0,-1.0,93,False,15.0,False,,15.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,42.0,30.0,20.0,20.0,78.4,down,-58.4,5.0,1.0,On Track (Low Util),Arts & Music
Mac Basic Computer Skills,5.0,2.0,6.0,-60.0,21.0,250,False,14.0,True,['Apr'],14.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,,2.0,84.0,70.0,20.0,20.0,87.3,down,-67.3,5.0,1.0,On Track (Low Util),Technology
Cost Accounting,2.0,3.0,2.0,57.0,-8.0,64,True,22.0,True,['Apr'],22.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,0.0,1.0,70.0,57.0,81.0,,81.4,,,0.0,0.0,True Supply Problem,College
PC Basic Computer Skills,5.0,2.0,6.0,-66.0,23.0,292,False,12.0,False,,12.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,2.0,117.0,97.0,33.0,33.3,84.2,down,-50.9,3.0,1.0,On Track (Low Util),Technology
Technical Writing,24.0,2.0,29.0,-92.0,154.0,1200,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,294.0,234.0,33.0,33.3,81.1,down,-47.7,9.0,3.0,On Track (Low Util),College
Music Recording,1.0,2.0,1.0,71.0,-5.0,58,True,12.0,False,,12.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,,2.0,46.0,31.0,67.0,,67.4,,,0.0,0.0,True Supply Problem,Arts & Music
Probability,2.0,2.0,2.0,21.0,-3.0,82,True,17.0,False,,17.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,290.0,249.0,0.0,0.0,86.5,down,-86.5,2.0,0.0,Possible Placement Issue,College
Linguistics,2.0,3.0,2.0,29.0,-4.0,78,True,18.0,True,['Apr'],18.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,0.0,1.0,166.0,125.0,75.0,,75.3,,,0.0,0.0,True Supply Problem,College
Structural Engineering,1.0,2.0,1.0,129.0,-9.0,44,True,16.0,False,,16.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,24.0,19.0,0.0,0.0,82.6,down,-82.6,1.0,0.0,Possible Placement Issue,College
Rhino,1.0,1.0,1.0,43.0,-3.0,70,True,10.0,False,,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,21.0,16.0,33.0,33.3,83.3,down,-50.0,3.0,1.0,Possible Placement Issue,Arts & Music
College Level American History,2.0,3.0,2.0,43.0,-6.0,70,True,20.0,False,,20.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,,1.0,88.0,68.0,77.0,,77.3,,,0.0,0.0,True Supply Problem,College
Clinical Psychology,3.0,2.0,4.0,-24.0,5.0,131,False,16.0,False,,16.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,1.0,78.0,59.0,76.0,,75.6,,,0.0,0.0,On Track,College
Conversational Spanish,17.0,10.0,20.0,-42.0,50.0,172,False,69.0,True,['Apr'],47.0,1.0,0.0,2.0,5.0,10.0,14.0,15.0,23.0,6.0,2.0,5.0,10.0,14.0,15.0,16.0,5.0,514.0,385.0,25.0,25.0,77.3,down,-52.3,24.0,6.0,On Track (Low Util),Language
NCLEX,7.0,0.0,8.0,-98.0,48.0,4900,False,1.0,True,['Apr'],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,82.0,56.0,60.0,60.0,68.8,down,-8.8,5.0,3.0,On Track,Professional/Cert
Japanese,1.0,3.0,1.0,171.0,-12.0,37,True,19.0,False,,19.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,1.0,1.0,3.0,1.0,4.0,5.0,4.0,1.0,2.0,66.0,45.0,0.0,0.0,70.3,down,-70.3,2.0,0.0,Possible Placement Issue,Language
Orton Gillingham,4.0,0.0,5.0,-96.0,27.0,2800,False,1.0,False,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,149.0,116.0,40.0,40.0,79.2,down,-39.2,5.0,2.0,On Track (Low Util),Other
Middle School Writing,98.0,0.0,118.0,-100.0,683.0,22867,False,3.0,True,['Apr'],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1858.0,1319.0,40.0,40.5,73.2,down,-32.7,126.0,51.0,On Track (Low Util),Middle School
College Physics,9.0,3.0,11.0,-70.0,44.0,332,False,19.0,True,['Apr'],13.0,1.0,1.0,0.0,0.0,2.0,4.0,5.0,7.0,1.0,0.0,0.0,2.0,4.0,5.0,5.0,1.0,445.0,363.0,80.0,80.0,81.6,flat,-1.6,5.0,4.0,On Track,College
College Algebra,6.0,2.0,7.0,-64.0,27.0,280,False,15.0,True,['Apr'],15.0,1.0,0.0,0.0,0.0,2.0,5.0,7.0,1.0,0.0,0.0,0.0,4.0,6.0,4.0,3.0,5.0,616.0,526.0,50.0,50.0,85.7,down,-35.7,6.0,3.0,On Track,College
PSAT,9.0,1.0,11.0,-89.0,56.0,900,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,590.0,504.0,81.0,81.5,85.6,down,-4.1,27.0,22.0,On Track,Test Prep
Financial Accounting,8.0,2.0,10.0,-71.0,40.0,350,False,16.0,True,['Apr'],13.0,1.0,1.0,0.0,0.0,2.0,4.0,5.0,4.0,1.0,0.0,0.0,2.0,4.0,5.0,4.0,4.0,203.0,163.0,38.0,37.5,82.1,down,-44.6,8.0,3.0,On Track (Low Util),College
Mandarin Chinese 1,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,91.0,66.0,100.0,100.0,71.9,up,28.1,2.0,2.0,On Track,Language
Drawing,16.0,1.0,19.0,-94.0,105.0,1600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,211.0,136.0,25.0,25.0,67.7,down,-42.7,16.0,4.0,On Track (Low Util),Arts & Music
SAT Writing and Language,9.0,1.0,11.0,-89.0,56.0,900,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,483.0,407.0,85.0,85.0,84.2,flat,0.8,20.0,17.0,On Track,Test Prep
French 1,10.0,1.0,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,176.0,125.0,12.0,12.5,73.8,down,-61.3,8.0,1.0,On Track (Low Util),Language
ARRT - Radiography,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,16.0,12.0,0.0,0.0,80.0,down,-80.0,1.0,0.0,On Track (Low Util),Professional/Cert
NCLEX-RN,5.0,1.0,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,76.0,50.0,50.0,50.0,66.7,down,-16.7,4.0,2.0,On Track,Professional/Cert
Conversational German,2.0,3.0,2.0,50.0,-7.0,67,True,21.0,False,,21.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,4.0,6.0,4.0,0.0,2.0,53.0,37.0,70.0,,69.8,,,0.0,0.0,True Supply Problem,Language
NPTE,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,12.0,50.0,50.0,84.6,down,-34.6,2.0,1.0,On Track,Professional/Cert
Java,9.0,1.0,11.0,-87.0,55.0,788,False,8.0,True,['Apr'],8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,280.0,234.0,50.0,50.0,84.8,down,-34.8,10.0,5.0,On Track,College
Basic Computer Literacy,18.0,3.0,22.0,-83.0,104.0,573,False,22.0,True,['Apr'],13.0,1.0,0.0,0.0,0.0,1.0,5.0,6.0,10.0,0.0,0.0,0.0,1.0,5.0,6.0,,3.0,315.0,239.0,8.0,8.3,78.5,down,-70.2,12.0,1.0,On Track (Low Util),Technology
Organic Chemistry 2,3.0,1.0,4.0,-62.0,13.0,262,False,8.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,183.0,152.0,83.0,,83.1,,,0.0,0.0,On Track,College
Computer Programming,15.0,1.0,18.0,-93.0,98.0,1500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,411.0,318.0,33.0,33.3,79.7,down,-46.4,21.0,7.0,On Track (Low Util),College
Creative Writing,81.0,1.0,97.0,-99.0,560.0,8100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,984.0,703.0,30.0,29.8,73.5,down,-43.7,47.0,14.0,On Track (Low Util),College
College Computer Science,11.0,2.0,13.0,-86.0,66.0,700,False,11.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,275.0,213.0,38.0,37.5,78.7,down,-41.2,8.0,3.0,On Track (Low Util),College
Electrical Engineering,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,73.0,63.0,100.0,100.0,85.7,up,14.3,3.0,3.0,On Track,College
Portuguese,1.0,1.0,1.0,29.0,-2.0,78,True,9.0,False,,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,49.0,34.0,0.0,0.0,72.3,down,-72.3,2.0,0.0,Possible Placement Issue,Language
General Chemistry 2,4.0,1.0,5.0,-68.0,19.0,311,False,9.0,True,['Apr'],9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,268.0,221.0,0.0,0.0,82.8,down,-82.8,1.0,0.0,On Track (Low Util),College
Differential Equations,5.0,2.0,6.0,-69.0,24.0,318,False,11.0,True,['Apr'],11.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,197.0,162.0,100.0,100.0,82.1,up,17.9,1.0,1.0,On Track,College
Spanish 4,12.0,1.0,14.0,-92.0,77.0,1200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,497.0,392.0,25.0,25.0,79.3,down,-54.3,4.0,1.0,On Track (Low Util),Language
OTR,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,14.0,7.0,0.0,0.0,58.3,down,-58.3,2.0,0.0,On Track (Low Util),Professional/Cert
High School Level American History,10.0,1.0,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,318.0,227.0,35.0,35.3,73.4,down,-38.1,17.0,6.0,On Track (Low Util),High School
American Sign Language,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,46.0,32.0,20.0,20.0,75.6,down,-55.6,5.0,1.0,On Track (Low Util),Language
Grade 11 Physics,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,206.0,167.0,81.0,,81.1,,,0.0,0.0,On Track,High School
Latin 1,2.0,1.0,2.0,-57.0,8.0,233,False,6.0,False,,6.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,54.0,41.0,33.0,33.3,78.4,down,-45.1,3.0,1.0,On Track (Low Util),Language
CPA FAR,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,44.0,39.0,89.0,,88.6,,,0.0,0.0,On Track,Professional/Cert
ACT Reading,5.0,2.0,6.0,-66.0,23.0,292,False,12.0,True,['Apr'],12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,344.0,297.0,86.0,85.7,86.4,flat,-0.6,7.0,6.0,On Track,Test Prep
Math 3,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,340.0,282.0,83.0,,82.9,,,0.0,0.0,On Track,High School
CogAT,1.0,2.0,1.0,57.0,-4.0,64,True,11.0,True,['Apr'],11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,128.0,100.0,78.0,,78.1,,,0.0,0.0,True Supply Problem,Test Prep
Middle School Social Studies,32.0,0.0,38.0,-100.0,223.0,22400,False,1.0,False,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,863.0,651.0,40.0,40.5,77.2,down,-36.7,42.0,17.0,On Track (Low Util),Middle School
ACT English,4.0,3.0,5.0,-36.0,10.0,156,False,18.0,True,['Apr'],17.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,410.0,349.0,57.0,57.1,85.6,down,-28.5,7.0,4.0,On Track,Test Prep
VTNE,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,6.0,5.0,83.0,,83.3,,,0.0,0.0,On Track,Professional/Cert
French Immersion,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,52.0,36.0,0.0,0.0,70.6,down,-70.6,1.0,0.0,On Track (Low Util),Language
Guitar,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,98.0,76.0,0.0,0.0,80.0,down,-80.0,3.0,0.0,On Track (Low Util),Arts & Music
AP Psychology,10.0,1.0,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,201.0,157.0,44.0,44.4,79.7,down,-35.2,9.0,4.0,On Track (Low Util),AP
NCLEX-PN,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,28.0,19.0,50.0,50.0,69.2,down,-19.2,2.0,1.0,On Track,Professional/Cert
Earth Science,16.0,1.0,19.0,-94.0,105.0,1600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,297.0,209.0,20.0,20.0,72.1,down,-52.1,10.0,2.0,On Track (Low Util),High School
Mandarin Chinese 2,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,78.0,52.0,33.0,33.3,68.0,down,-34.7,3.0,1.0,On Track (Low Util),Language
Microbiology,7.0,1.0,8.0,-86.0,42.0,700,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,284.0,236.0,75.0,75.0,83.2,down,-8.2,4.0,3.0,On Track,College
Chemistry 2,2.0,2.0,2.0,-14.0,2.0,117,False,12.0,False,,12.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,234.0,194.0,0.0,0.0,83.3,down,-83.3,1.0,0.0,On Track (Low Util),College
COTA,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,6.0,4.0,67.0,,66.7,,,0.0,0.0,On Track,Other
CPA AUD,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,37.0,35.0,95.0,,94.6,,,0.0,0.0,On Track,Professional/Cert
Functions,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,155.0,139.0,0.0,0.0,90.3,down,-90.3,1.0,0.0,On Track (Low Util),High School
CFA - Level 1,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,17.0,15.0,88.0,,88.2,,,0.0,0.0,On Track,Professional/Cert
CompTIA Security+,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,26.0,15.0,0.0,0.0,60.0,down,-60.0,1.0,0.0,On Track (Low Util),Professional/Cert
Thermodynamics,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,129.0,109.0,84.0,,84.5,,,0.0,0.0,On Track,College
FAA,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,14.0,8.0,57.0,,57.1,,,0.0,0.0,On Track,Other
