Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Apr_ManualOverride,May_ManualOverride,Jun_ManualOverride,Jul_ManualOverride,Aug_ManualOverride,Sep_ManualOverride,Oct_ManualOverride,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,P90_NAT_Hours,Tutor_Hours_Util_Pct,Category,Tier,P90_Goal,Primary_Action,Stress_Flags,Problem_Type
College Computer Science,11.0,2,13.0,-86.0,66.0,700,False,11.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,6.0,6.0,279.0,216.0,38.0,37.5,78.6,down,-41.1,8.0,3.0,66.426664,,College,LOW,60,Investigate — Wait Times,[],On Track — High Wait
Electrical Engineering,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,73.0,63.0,100.0,100.0,85.7,up,14.3,3.0,3.0,20.58333,,College,NICHE,72,On Track,[],On Track
Portuguese,1.0,1,1.0,29.0,-2.0,78,True,9.0,False,,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,1.0,1.0,49.0,34.0,0.0,0.0,72.3,down,-72.3,2.0,0.0,18.88,,Language,NICHE,72,Recruit More,['new_tutor_stuck'],True Supply Problem
General Chemistry 2,4.0,1,5.0,-68.0,19.0,311,False,9.0,True,['Apr'],9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,0.0,2.0,275.0,227.0,0.0,0.0,83.2,down,-83.2,2.0,0.0,30.119994,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Differential Equations,5.0,2,6.0,-69.0,24.0,318,False,11.0,True,['Apr'],11.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,,,,,,,1.0,2.0,197.0,162.0,100.0,100.0,82.1,up,17.9,1.0,1.0,24.0,,College,LOW,60,On Track,[],On Track
Spanish 4,12.0,1,14.0,-92.0,77.0,1200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,504.0,397.0,25.0,25.0,79.2,down,-54.2,4.0,1.0,9.741665,,Language,NICHE,72,On Track,['new_tutor_stuck'],On Track
OTR,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,12.0,6.0,0.0,0.0,54.5,down,-54.5,1.0,0.0,11.52,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
High School Level American History,11.0,1,13.0,-91.0,70.0,1100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,327.0,236.0,39.0,38.9,74.1,down,-35.2,18.0,7.0,9.906666,,High School,NICHE,72,On Track,[],On Track
American Sign Language,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,1.0,49.0,34.0,20.0,20.0,75.0,down,-55.0,5.0,1.0,32.974995,,Language,NICHE,72,On Track,['new_tutor_stuck'],On Track
Grade 11 Physics,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,208.0,168.0,0.0,0.0,80.8,down,-80.8,0.0,0.0,21.8,,High School,NICHE,72,On Track,['new_tutor_stuck'],On Track
Latin 1,2.0,1,2.0,-57.0,8.0,233,False,6.0,False,,6.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,,,,,,,,1.0,1.0,53.0,41.0,67.0,66.7,78.0,down,-11.3,3.0,2.0,16.789996,,Language,NICHE,72,On Track,[],On Track
CPA FAR,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,43.0,38.0,0.0,0.0,88.4,down,-88.4,0.0,0.0,0.65,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
ACT Reading,5.0,2,6.0,-66.0,23.0,292,False,12.0,True,['Apr'],12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,4.0,3.0,342.0,295.0,86.0,85.7,86.3,flat,-0.6,7.0,6.0,71.18333,,Test Prep,LOW,60,Investigate — Wait Times,[],On Track — High Wait
Math 3,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,1.0,345.0,282.0,0.0,0.0,81.7,down,-81.7,0.0,0.0,54.043329,,High School,NICHE,72,On Track,['new_tutor_stuck'],On Track
CogAT,1.0,2,1.0,57.0,-4.0,64,True,11.0,True,['Apr'],11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,0.0,1.0,126.0,100.0,0.0,0.0,79.4,down,-79.4,0.0,0.0,4.598327,,Test Prep,LOW,60,Recruit More,['new_tutor_stuck'],True Supply Problem
Middle School Social Studies,33.0,1,40.0,-100.0,230.0,23100,False,1.0,False,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,4.0,877.0,663.0,42.0,41.9,77.3,down,-35.5,43.0,18.0,25.76666,,Middle School,NICHE,72,On Track,[],On Track
ACT English,4.0,3,5.0,-36.0,10.0,156,False,18.0,True,['Apr'],17.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,,,,,,,2.0,2.0,412.0,352.0,67.0,66.7,85.9,down,-19.2,9.0,6.0,24.0,,Test Prep,LOW,60,On Track,[],On Track
VTNE,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,5.0,5.0,0.0,0.0,100.0,down,-100.0,0.0,0.0,8.143331,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
French Immersion,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,50.0,35.0,0.0,0.0,70.0,down,-70.0,0.0,0.0,0.11666,,Language,NICHE,72,On Track,['new_tutor_stuck'],On Track
Guitar,4.0,1,5.0,-75.0,21.0,400,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,98.0,77.0,0.0,0.0,80.2,down,-80.2,2.0,0.0,62.646664,,Arts & Music,NICHE,72,On Track,['new_tutor_stuck'],On Track
AP Psychology,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,199.0,156.0,38.0,37.5,80.1,down,-42.6,8.0,3.0,13.88333,,AP,NICHE,72,On Track,[],On Track
NCLEX-PN,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,28.0,19.0,50.0,50.0,69.2,down,-19.2,2.0,1.0,0.95,,Professional/Cert,NICHE,72,On Track,[],On Track
Earth Science,16.0,1,19.0,-94.0,105.0,1600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,293.0,207.0,25.0,25.0,71.9,down,-46.9,8.0,2.0,29.11,,High School,NICHE,72,On Track,['new_tutor_stuck'],On Track
Mandarin Chinese 2,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,80.0,53.0,33.0,33.3,67.5,down,-34.2,3.0,1.0,1.474998,,Language,NICHE,72,On Track,[],On Track
Microbiology,7.0,1,8.0,-86.0,42.0,700,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,291.0,239.0,60.0,60.0,82.5,down,-22.5,5.0,3.0,24.186664,,College,NICHE,72,On Track,[],On Track
Chemistry 2,3.0,2,4.0,-43.0,9.0,175,False,12.0,False,,12.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,,,,,,,,0.0,1.0,241.0,199.0,0.0,0.0,83.3,down,-83.3,2.0,0.0,18.46,,College,LOW,60,On Track,['new_tutor_stuck'],On Track
COTA,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,5.0,3.0,0.0,0.0,60.0,down,-60.0,0.0,0.0,5.04,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
CPA AUD,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,38.0,36.0,0.0,0.0,94.7,down,-94.7,0.0,0.0,1.249995,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
Functions,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,154.0,138.0,0.0,0.0,90.2,down,-90.2,1.0,0.0,37.923329,,High School,NICHE,72,On Track,['new_tutor_stuck'],On Track
CFA - Level 1,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,18.0,15.0,0.0,0.0,88.2,down,-88.2,1.0,0.0,5.84,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
CompTIA Security+,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,26.0,16.0,0.0,0.0,64.0,down,-64.0,1.0,0.0,,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
Thermodynamics,3.0,1,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,1.0,129.0,112.0,0.0,0.0,86.8,down,-86.8,0.0,0.0,26.65666,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
FAA,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,17.0,8.0,0.0,0.0,47.1,down,-47.1,0.0,0.0,48.08333,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
Music Theory,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,200.0,130.0,0.0,0.0,67.0,down,-67.0,6.0,0.0,24.01666,,Arts & Music,NICHE,72,On Track,['new_tutor_stuck'],On Track
Business Statistics,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,142.0,120.0,50.0,50.0,85.5,down,-35.5,4.0,2.0,29.446662,,College,NICHE,72,On Track,[],On Track
Physical Chemistry,2.0,2,2.0,-21.0,3.0,127,False,11.0,True,['Apr'],11.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,0.0,1.0,81.0,70.0,0.0,0.0,86.4,down,-86.4,0.0,0.0,52.57,,College,LOW,60,On Track,['new_tutor_stuck'],On Track
Math 1,5.0,1,6.0,-71.0,25.0,350,False,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,1.0,489.0,408.0,67.0,66.7,83.5,down,-16.9,3.0,2.0,45.266665,,High School,LOW,60,On Track,[],On Track
Elementary Social Studies,48.0,1,58.0,-98.0,329.0,4800,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1200.0,913.0,44.0,43.9,77.2,down,-33.3,41.0,18.0,22.033332,,Elementary,NICHE,72,On Track,[],On Track
Statistics Graduate Level,2.0,2,2.0,-14.0,2.0,117,False,12.0,True,['Apr'],12.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,,,,,,,2.0,1.0,122.0,104.0,33.0,33.3,86.6,down,-53.2,3.0,1.0,47.926664,,College,LOW,60,On Track,[],On Track
COMLEX,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,15.0,12.0,0.0,0.0,80.0,down,-80.0,0.0,0.0,,,Test Prep,NICHE,72,On Track,['new_tutor_stuck'],On Track
IB Physics,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,95.0,78.0,0.0,0.0,82.1,down,-82.1,0.0,0.0,52.33333,,IB,NICHE,72,On Track,['new_tutor_stuck'],On Track
AP European History,4.0,1,5.0,-64.0,18.0,280,False,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,1.0,101.0,84.0,100.0,100.0,83.0,up,17.0,1.0,1.0,21.78333,,AP,LOW,60,On Track,[],On Track
AP Physics 2,3.0,1,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,229.0,201.0,0.0,0.0,87.8,down,-87.8,0.0,0.0,34.43666,,AP,NICHE,72,On Track,['new_tutor_stuck'],On Track
PRAXIS Speech Language Pathology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,9.0,7.0,0.0,0.0,77.8,down,-77.8,0.0,0.0,21.409994,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
Hindi,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,80.0,65.0,0.0,0.0,81.2,down,-81.2,0.0,0.0,45.041666,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
Genetics,5.0,1,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,100.0,83.0,60.0,60.0,84.2,down,-24.2,5.0,3.0,21.123327,,College,NICHE,72,On Track,[],On Track
SSAT- Upper Level,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,12.0,2.0,153.0,127.0,75.0,75.0,84.5,down,-9.5,24.0,18.0,24.0,,Test Prep,NICHE,72,On Track,[],On Track
German 1,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,64.0,48.0,0.0,0.0,75.0,down,-75.0,0.0,0.0,44.08333,,Language,NICHE,72,On Track,['new_tutor_stuck'],On Track
ISEE- Middle Level,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,147.0,121.0,71.0,71.4,84.1,down,-12.7,21.0,15.0,24.0,,Test Prep,NICHE,72,On Track,[],On Track
PANCE,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,9.0,7.0,0.0,0.0,87.5,down,-87.5,1.0,0.0,0.03333,,Test Prep,NICHE,72,On Track,['new_tutor_stuck'],On Track
Environmental Science,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,165.0,139.0,50.0,50.0,84.7,down,-34.7,2.0,1.0,53.323328,,Other,NICHE,72,On Track,[],On Track
Blender,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,22.0,16.0,0.0,0.0,76.2,down,-76.2,1.0,0.0,96.286664,,Other,NICHE,72,Investigate — Wait Times,['new_tutor_stuck'],On Track — High Wait
Polish,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,9.0,7.0,0.0,0.0,77.8,down,-77.8,0.0,0.0,76.53333,,Language,NICHE,72,Investigate — Wait Times,['new_tutor_stuck'],On Track — High Wait
PMP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,32.0,20.0,0.0,0.0,62.5,down,-62.5,0.0,0.0,,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
ARDMS - Sonography Principals and Instruments (SPI),1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,10.0,8.0,0.0,0.0,80.0,down,-80.0,0.0,0.0,16.796666,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
Data Analysis,4.0,1,5.0,-75.0,21.0,400,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,132.0,118.0,50.0,50.0,90.0,down,-40.0,2.0,1.0,100.63,,College,NICHE,72,Investigate — Wait Times,[],On Track — High Wait
Computer Game Design,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,49.0,41.0,0.0,0.0,83.7,down,-83.7,0.0,0.0,21.18333,,Technology,NICHE,72,On Track,['new_tutor_stuck'],On Track
Discrete Math,3.0,1,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,205.0,174.0,0.0,0.0,85.3,down,-85.3,1.0,0.0,67.93333,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Physical Science,3.0,1,4.0,-52.0,11.0,210,False,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,0.0,1.0,239.0,201.0,100.0,100.0,84.0,up,16.0,1.0,1.0,,,High School,LOW,60,On Track,[],On Track
Data Structures,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,145.0,120.0,0.0,0.0,83.3,down,-83.3,1.0,0.0,6.283333,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Marketing,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,6.0,3.0,140.0,115.0,43.0,42.9,84.2,down,-41.4,7.0,3.0,31.664994,,College,NICHE,72,On Track,[],On Track
Latin 2,2.0,1,2.0,-43.0,6.0,175,False,8.0,False,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,1.0,47.0,34.0,67.0,66.7,72.7,down,-6.1,3.0,2.0,4.9,,Language,NICHE,72,On Track,[],On Track
Pathophysiology,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,109.0,85.0,29.0,28.6,81.4,down,-52.8,7.0,2.0,24.0,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
FE - Mechanical Engineering,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,8.0,4.0,0.0,0.0,50.0,down,-50.0,0.0,0.0,33.08833,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
Cell Biology,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,423.0,344.0,43.0,42.9,82.0,down,-39.1,7.0,3.0,8.503332,,College,NICHE,72,On Track,[],On Track
Grade 12 Physics,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,176.0,146.0,0.0,0.0,83.0,down,-83.0,0.0,0.0,41.25,,High School,NICHE,72,On Track,['new_tutor_stuck'],On Track
GED Math,5.0,1,6.0,-89.0,31.0,875,False,4.0,False,,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,1.0,399.0,330.0,75.0,75.0,82.9,down,-7.9,12.0,9.0,10.68333,,Test Prep,NICHE,72,On Track,[],On Track
PRAXIS Core Math,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,53.0,45.0,0.0,0.0,86.5,down,-86.5,1.0,0.0,11.366662,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
Ukrainian,1.0,2,1.0,71.0,-5.0,58,True,12.0,False,,12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,1.0,10.0,9.0,0.0,0.0,90.0,down,-90.0,0.0,0.0,20.02666,,Language,LOW,60,Recruit More,['new_tutor_stuck'],True Supply Problem
Autodesk Revit,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,36.0,29.0,100.0,100.0,79.4,up,20.6,2.0,2.0,164.31666,,Technology,NICHE,72,Investigate — Wait Times,['critical_wait'],On Track — High Wait
High School Computer Science,9.0,1,11.0,-89.0,56.0,900,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,261.0,212.0,38.0,37.5,82.6,down,-45.1,8.0,3.0,25.73333,,High School,NICHE,72,On Track,[],On Track
ISEE- Upper Level,5.0,1,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,132.0,108.0,74.0,73.7,83.2,down,-9.5,19.0,14.0,19.399994,,Test Prep,NICHE,72,On Track,[],On Track
Social Work,5.0,1,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,6.0,2.0,102.0,79.0,14.0,14.3,82.1,down,-67.8,7.0,1.0,,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
College Business,11.0,1,13.0,-91.0,70.0,1100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,216.0,174.0,56.0,55.6,81.6,down,-26.1,9.0,5.0,6.253329,,College,NICHE,72,On Track,[],On Track
