Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,Problem_Type,Category
MATLAB,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,135.0,65.0,48.0,,48.1,,,0.0,0.0,On Track (Low Util),College
Photography,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,329.0,121.0,0.0,0.0,37.1,down,-37.1,3.0,0.0,On Track (Low Util),Arts & Music
Hebrew,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,62.0,26.0,42.0,,41.9,,,0.0,0.0,On Track (Low Util),Language
Inorganic Chemistry,1.0,1.0,1.0,14.0,-1.0,88,False,8.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,157.0,107.0,100.0,100.0,67.9,up,32.1,1.0,1.0,On Track,College
Architecture,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,189.0,79.0,60.0,60.0,41.3,up,18.7,5.0,3.0,On Track,Other
Civil Procedure,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,130.0,44.0,0.0,0.0,34.1,down,-34.1,1.0,0.0,On Track (Low Util),College
Painting,6.0,1.0,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,436.0,167.0,40.0,40.0,38.2,flat,1.8,15.0,6.0,On Track (Low Util),Arts & Music
Managerial Economics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,147.0,70.0,0.0,0.0,47.9,down,-47.9,1.0,0.0,On Track (Low Util),College
German 2,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,130.0,62.0,0.0,0.0,48.1,down,-48.1,1.0,0.0,On Track (Low Util),Language
Linux,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,194.0,96.0,0.0,0.0,50.0,down,-50.0,2.0,0.0,On Track (Low Util),College
Expository Writing,20.0,1.0,24.0,-95.0,133.0,2000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1765.0,642.0,20.0,20.0,36.6,down,-16.6,25.0,5.0,On Track (Low Util),College
Information Technology,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,337.0,159.0,0.0,0.0,47.6,down,-47.6,3.0,0.0,On Track (Low Util),College
Software,1.0,2.0,1.0,114.0,-8.0,47,True,15.0,False,,15.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,334.0,171.0,50.0,50.0,51.2,flat,-1.2,2.0,1.0,True Supply Problem,College
ISEE- Primary,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,52.0,36.0,25.0,25.0,72.9,down,-47.9,4.0,1.0,On Track (Low Util),Test Prep
GMAT Quantitative Reasoning,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,61.0,46.0,75.0,,75.4,,,0.0,0.0,On Track,Test Prep
Tableau,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,117.0,50.0,40.0,40.0,42.9,flat,-2.9,5.0,2.0,On Track (Low Util),Technology
Medical Terminology,14.0,1.0,17.0,-93.0,91.0,1400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,647.0,268.0,0.0,0.0,42.9,down,-42.9,23.0,0.0,On Track (Low Util),College
Biomedical Engineering,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,158.0,75.0,100.0,100.0,46.5,up,53.5,3.0,3.0,On Track,College
Series 10,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,10.0,8.0,80.0,,80.0,,,0.0,0.0,On Track,Professional/Cert
Analytical Chemistry,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,362.0,158.0,100.0,100.0,43.5,up,56.5,1.0,1.0,On Track,College
Heat Transfer,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,248.0,113.0,0.0,0.0,45.9,down,-45.9,2.0,0.0,On Track (Low Util),College
Latin 4,1.0,2.0,1.0,100.0,-7.0,50,True,14.0,True,['Apr'],14.0,1.0,1.0,0.0,1.0,2.0,4.0,5.0,1.0,1.0,0.0,1.0,3.0,5.0,3.0,0.0,1.0,57.0,31.0,54.0,,54.4,,,0.0,0.0,True Supply Problem,Language
High School Geography,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,127.0,66.0,20.0,20.0,53.3,down,-33.3,5.0,1.0,On Track (Low Util),High School
Police Officer Exam,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,103.0,22.0,0.0,0.0,21.8,down,-21.8,2.0,0.0,On Track (Low Util),Professional/Cert
Series 24,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,12.0,7.0,58.0,,58.3,,,0.0,0.0,On Track,Professional/Cert
High School Government,19.0,1.0,23.0,-95.0,126.0,1900,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1202.0,515.0,31.0,30.6,43.2,down,-12.7,36.0,11.0,On Track (Low Util),High School
Materials Science,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,138.0,66.0,50.0,50.0,47.8,flat,2.2,2.0,1.0,On Track,College
Criminal Law,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,212.0,78.0,0.0,0.0,37.0,down,-37.0,1.0,0.0,On Track (Low Util),College
AP Seminar,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,135.0,78.0,100.0,100.0,57.5,up,42.5,1.0,1.0,On Track,AP
Biomechanics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,259.0,93.0,36.0,,35.9,,,0.0,0.0,On Track (Low Util),College
Quantum Physics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,228.0,105.0,46.0,,46.1,,,0.0,0.0,On Track (Low Util),College
Kinesiology,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,310.0,121.0,33.0,33.3,39.1,down,-5.8,3.0,1.0,On Track (Low Util),College
International Business,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,302.0,132.0,100.0,100.0,43.5,up,56.5,1.0,1.0,On Track,College
Nutrition,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,615.0,273.0,33.0,33.3,44.4,down,-11.1,3.0,1.0,On Track (Low Util),College
Data Management,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,574.0,230.0,0.0,0.0,40.3,down,-40.3,3.0,0.0,On Track (Low Util),College
Agricultural Science,2.0,1.0,2.0,-36.0,5.0,156,False,9.0,True,['Apr'],9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,257.0,105.0,33.0,33.3,40.9,down,-7.6,3.0,1.0,On Track (Low Util),College
Real Analysis,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,474.0,179.0,0.0,0.0,38.0,down,-38.0,3.0,0.0,On Track (Low Util),College
Operating Systems,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,291.0,130.0,0.0,0.0,44.8,down,-44.8,1.0,0.0,On Track (Low Util),College
Ethics,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,496.0,217.0,0.0,0.0,43.9,down,-43.9,2.0,0.0,On Track (Low Util),College
Discrete Structures,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,414.0,163.0,0.0,0.0,39.5,down,-39.5,1.0,0.0,On Track (Low Util),College
Autodesk Maya,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,92.0,38.0,41.0,,41.3,,,0.0,0.0,On Track (Low Util),Arts & Music
Supply Chain Management,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,248.0,111.0,50.0,50.0,44.7,up,5.3,2.0,1.0,On Track,College
IB Business & Management,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,219.0,117.0,57.0,57.1,53.3,up,3.8,7.0,4.0,On Track,IB
European History,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,251.0,118.0,47.0,,47.0,,,0.0,0.0,On Track (Low Util),High School
Immunology,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,266.0,120.0,45.0,,45.1,,,0.0,0.0,On Track (Low Util),College
Computer Architecture,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,182.0,86.0,0.0,0.0,47.5,down,-47.5,1.0,0.0,On Track (Low Util),College
Sketchup,1.0,1.0,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,76.0,38.0,67.0,66.7,49.3,up,17.4,3.0,2.0,On Track,Arts & Music
High School Level American Literature,5.0,1.0,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1093.0,483.0,0.0,0.0,44.3,down,-44.3,2.0,0.0,On Track (Low Util),High School
Relational Databases,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,259.0,147.0,64.0,64.3,56.3,up,8.0,14.0,9.0,On Track,College
IB Extended Essay,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,699.0,268.0,50.0,50.0,38.3,up,11.7,2.0,1.0,On Track,IB
CISSP,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,39.0,11.0,0.0,0.0,28.9,down,-28.9,1.0,0.0,On Track (Low Util),Professional/Cert
Theology,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,376.0,160.0,43.0,,42.6,,,0.0,0.0,On Track (Low Util),College
C,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,272.0,162.0,100.0,100.0,59.4,up,40.6,1.0,1.0,On Track,College
AP Art History,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,157.0,66.0,17.0,16.7,43.0,down,-26.4,6.0,1.0,On Track (Low Util),AP
Quantitative Methods,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,581.0,236.0,0.0,0.0,40.9,down,-40.9,4.0,0.0,On Track (Low Util),College
Cooking,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,329.0,159.0,0.0,0.0,48.5,down,-48.5,1.0,0.0,On Track (Low Util),Other
Trumpet,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,77.0,31.0,100.0,100.0,39.5,up,60.5,1.0,1.0,On Track,Arts & Music
Audio Engineering,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,191.0,52.0,27.0,,27.2,,,0.0,0.0,On Track (Low Util),Arts & Music
Cardiology,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,246.0,120.0,49.0,,48.8,,,0.0,0.0,On Track (Low Util),College
Numerical Analysis,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,89.0,47.0,100.0,100.0,52.3,up,47.7,1.0,1.0,On Track,College
High School Accounting,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,311.0,164.0,25.0,25.0,53.8,down,-28.8,12.0,3.0,On Track (Low Util),High School
Evolutionary Biology,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,697.0,291.0,0.0,0.0,41.8,down,-41.8,1.0,0.0,On Track (Low Util),College
Fiction Writing,15.0,1.0,18.0,-93.0,98.0,1500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2089.0,806.0,0.0,0.0,38.7,down,-38.7,6.0,0.0,On Track (Low Util),College
College Geography,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,62.0,30.0,25.0,25.0,50.0,down,-25.0,4.0,1.0,On Track (Low Util),College
TEFL,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,149.0,57.0,0.0,0.0,38.5,down,-38.5,1.0,0.0,On Track (Low Util),Professional/Cert
IB Economics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,167.0,78.0,0.0,0.0,47.0,down,-47.0,1.0,0.0,On Track (Low Util),IB
LSAT Argumentative Writing,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,281.0,111.0,33.0,33.3,39.6,down,-6.2,3.0,1.0,On Track (Low Util),Test Prep
IB Global Politics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,231.0,100.0,50.0,50.0,43.2,up,6.8,2.0,1.0,On Track,IB
Turkish,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,6.0,4.0,67.0,,66.7,,,0.0,0.0,On Track,Language
ACT,7.0,3.0,8.0,-61.0,30.0,258,False,19.0,True,['Apr'],5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,14.0,7.0,0.0,0.0,1.0,2.0,2.0,12.0,13.0,787.0,546.0,48.0,47.8,70.0,down,-22.2,23.0,11.0,On Track (Low Util),Test Prep
High School English,99.0,1.0,119.0,-99.0,686.0,9900,False,7.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,7583.0,2469.0,20.0,19.5,33.0,down,-13.5,241.0,47.0,On Track (Low Util),High School
Calculus 1,21.0,0.0,25.0,-98.0,144.0,4900,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,2619.0,1336.0,44.0,43.6,51.1,down,-7.5,39.0,17.0,On Track (Low Util),Other
Conversational French,3.0,2.0,4.0,-19.0,4.0,124,False,17.0,True,['Apr'],10.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,3.0,0.0,0.0,3.0,4.0,3.0,3.0,2.0,779.0,232.0,20.0,20.0,29.8,down,-9.8,5.0,1.0,On Track (Low Util),Language
Korean,2.0,1.0,2.0,-71.0,10.0,350,False,4.0,True,['Apr'],3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,103.0,48.0,0.0,0.0,48.0,down,-48.0,3.0,0.0,On Track (Low Util),Language
Pre-Algebra,42.0,1.0,50.0,-97.0,284.0,2940,False,10.0,True,['Apr'],2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,4.0,3967.0,2245.0,53.0,52.6,56.7,down,-4.1,97.0,51.0,On Track,Middle School
Conversational Italian,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,166.0,72.0,100.0,100.0,43.0,up,57.0,1.0,1.0,On Track,Language
Phonics,71.0,0.0,85.0,-99.0,494.0,16567,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6471.0,2538.0,34.0,34.3,39.4,down,-5.1,172.0,59.0,On Track (Low Util),Elementary
GRE,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,121.0,0.0,0.0,73.3,down,-73.3,1.0,0.0,On Track (Low Util),Test Prep
College Statistics,3.0,1.0,4.0,-76.0,16.0,420,False,5.0,True,['Apr'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1011.0,470.0,29.0,28.6,46.6,down,-18.0,7.0,2.0,On Track (Low Util),College
TEAS,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.0,82.0,0.0,0.0,48.8,down,-48.8,1.0,0.0,On Track (Low Util),Test Prep
High School Writing,94.0,0.0,113.0,-100.0,655.0,21933,False,3.0,False,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,1.0,5658.0,1830.0,16.0,16.1,33.1,down,-17.0,242.0,39.0,On Track (Low Util),High School
Grade 10 Math,8.0,1.0,10.0,-93.0,52.0,1400,False,4.0,True,['Apr'],3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,,1.0,2304.0,1140.0,50.0,50.0,49.5,flat,0.5,16.0,8.0,On Track,High School
College Math,4.0,0.0,5.0,-89.0,25.0,933,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1920.0,939.0,43.0,42.9,48.9,down,-6.1,7.0,3.0,On Track (Low Util),College
GMAT,1.0,1.0,1.0,43.0,-3.0,70,True,10.0,True,['Apr'],8.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,86.0,59.0,50.0,50.0,69.0,down,-19.0,2.0,1.0,True Supply Problem,Test Prep
High School Science,20.0,0.0,24.0,-98.0,137.0,4667,False,3.0,True,['Apr'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,2.0,2867.0,1294.0,19.0,19.4,45.4,down,-26.1,31.0,6.0,On Track (Low Util),High School
SHSAT,4.0,0.0,5.0,-96.0,27.0,2800,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,99.0,79.0,71.0,71.4,81.2,down,-9.7,14.0,10.0,On Track,Test Prep
GED,7.0,0.0,8.0,-98.0,48.0,4900,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1069.0,564.0,53.0,53.3,52.8,flat,0.6,15.0,8.0,On Track,Test Prep
Business Calculus,1.0,1.0,1.0,-14.0,1.0,117,False,6.0,True,['Apr'],5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,241.0,122.0,0.0,0.0,50.8,down,-50.8,1.0,0.0,On Track (Low Util),College
DAT,1.0,1.0,1.0,0.0,0.0,100,False,7.0,True,['Apr'],6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,12.0,100.0,100.0,84.6,up,15.4,1.0,1.0,On Track,Test Prep
Blender,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,104.0,49.0,47.0,,47.1,,,0.0,0.0,On Track (Low Util),Other
HESI - Health Education Systems Incorporated,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,On Track,Other
