Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,Problem_Type,Category
Competition Math,3.0,3.0,4.0,-14.0,3.0,117,False,18.0,True,['Apr'],18.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,,2.0,737.0,324.0,25.0,25.0,44.1,down,-19.1,4.0,1.0,On Track (Low Util),High School
Mechanical Engineering,3.0,3.0,4.0,0.0,0.0,100,False,21.0,True,['Apr'],17.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,5.0,496.0,215.0,60.0,60.0,43.2,up,16.8,5.0,3.0,On Track,College
AP English Literature and Composition,10.0,3.0,12.0,-74.0,52.0,389,False,18.0,False,,18.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,1.0,684.0,226.0,33.0,33.3,33.0,flat,0.3,9.0,3.0,On Track (Low Util),AP
Physics 2,2.0,3.0,2.0,36.0,-5.0,74,True,19.0,True,['Apr'],19.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,580.0,280.0,20.0,20.0,48.5,down,-28.5,5.0,1.0,Possible Placement Issue,College
College and University Admissions,18.0,2.0,22.0,-89.0,112.0,900,False,14.0,True,['Apr'],14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1215.0,573.0,9.0,9.1,48.6,down,-39.5,44.0,4.0,On Track (Low Util),College
AP Microeconomics,4.0,3.0,5.0,-25.0,7.0,133,False,21.0,True,['Apr'],21.0,2.0,2.0,1.0,2.0,3.0,5.0,6.0,2.0,2.0,1.0,2.0,4.0,6.0,4.0,,2.0,253.0,137.0,22.0,22.2,55.3,down,-33.1,9.0,2.0,On Track (Low Util),AP
C++,2.0,2.0,2.0,0.0,0.0,100,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,467.0,225.0,50.0,50.0,48.2,flat,1.8,2.0,1.0,On Track,College
Pharmacology,8.0,2.0,10.0,-75.0,42.0,400,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,425.0,208.0,38.0,37.5,49.4,down,-11.9,16.0,6.0,On Track (Low Util),College
French 3,2.0,3.0,2.0,71.0,-10.0,58,True,24.0,False,,24.0,2.0,2.0,2.0,3.0,4.0,5.0,6.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,1.0,1.0,686.0,222.0,33.0,33.3,32.4,flat,1.0,3.0,1.0,Possible Placement Issue,Language
Math 2,2.0,4.0,2.0,93.0,-13.0,52,True,27.0,True,['Apr'],26.0,2.0,2.0,2.0,2.0,4.0,6.0,8.0,3.0,2.0,2.0,2.0,6.0,6.0,6.0,,2.0,1120.0,584.0,50.0,50.0,52.1,flat,-2.1,2.0,1.0,True Supply Problem,High School
Multivariable Calculus,1.0,3.0,1.0,171.0,-12.0,37,True,19.0,True,['Apr'],19.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,0.0,2.0,338.0,210.0,62.0,,62.1,,,0.0,0.0,True Supply Problem,College
JavaScript,3.0,2.0,4.0,-33.0,7.0,150,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,501.0,220.0,33.0,33.3,44.0,down,-10.7,6.0,2.0,On Track (Low Util),College
AP Computer Science Principles,3.0,2.0,4.0,-24.0,5.0,131,False,16.0,True,['Apr'],16.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,792.0,394.0,50.0,50.0,49.7,flat,0.3,4.0,2.0,On Track,AP
Corporate Finance,1.0,2.0,1.0,143.0,-10.0,41,True,17.0,False,,17.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,339.0,158.0,0.0,0.0,46.9,down,-46.9,2.0,0.0,Possible Placement Issue,College
Vietnamese,1.0,4.0,1.0,257.0,-18.0,28,True,25.0,False,,25.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,6.0,4.0,0.0,1.0,39.0,18.0,100.0,100.0,44.7,up,55.3,1.0,1.0,True Supply Problem,Language
Cyber Security,6.0,2.0,7.0,-67.0,28.0,300,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,349.0,134.0,17.0,16.7,39.2,down,-22.5,12.0,2.0,On Track (Low Util),College
BCABA,2.0,2.0,2.0,0.0,0.0,100,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,24.0,13.0,0.0,0.0,59.1,down,-59.1,2.0,0.0,On Track (Low Util),Professional/Cert
IB Biology,3.0,2.0,4.0,-33.0,7.0,150,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,587.0,264.0,0.0,0.0,45.1,down,-45.1,1.0,0.0,On Track (Low Util),IB
Electrical and Computer Engineering,1.0,2.0,1.0,143.0,-10.0,41,True,17.0,True,['Apr'],17.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,220.0,100.0,50.0,50.0,45.4,up,4.6,2.0,1.0,True Supply Problem,College
Statics and Dynamics,1.0,2.0,1.0,100.0,-7.0,50,True,14.0,True,['Apr'],14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,224.0,125.0,0.0,0.0,56.1,down,-56.1,1.0,0.0,Possible Placement Issue,College
Applied Mathematics,4.0,2.0,5.0,-43.0,12.0,175,False,16.0,True,['Apr'],16.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,2.0,1134.0,528.0,29.0,28.6,46.7,down,-18.1,7.0,2.0,On Track (Low Util),College
Robotics,1.0,2.0,1.0,129.0,-9.0,44,True,16.0,True,['Apr'],16.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,210.0,102.0,100.0,100.0,48.3,up,51.7,1.0,1.0,True Supply Problem,Technology
Fine arts,4.0,2.0,5.0,-50.0,14.0,200,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,445.0,156.0,0.0,0.0,35.5,down,-35.5,6.0,0.0,On Track (Low Util),Arts & Music
Business Analytics,3.0,2.0,4.0,-19.0,4.0,124,False,17.0,True,['Apr'],17.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,469.0,219.0,33.0,33.3,46.8,down,-13.4,3.0,1.0,On Track (Low Util),College
PTCE,1.0,2.0,1.0,100.0,-7.0,50,True,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,33.0,20.0,0.0,0.0,62.5,down,-62.5,1.0,0.0,Possible Placement Issue,Professional/Cert
Filmmaking,2.0,2.0,2.0,7.0,-1.0,93,False,15.0,False,,15.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,194.0,75.0,0.0,0.0,39.7,down,-39.7,5.0,0.0,On Track (Low Util),Arts & Music
Mac Basic Computer Skills,4.0,2.0,5.0,-50.0,14.0,200,False,14.0,True,['Apr'],14.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,,2.0,301.0,153.0,17.0,16.7,51.5,down,-34.9,6.0,1.0,On Track (Low Util),Technology
Cost Accounting,1.0,3.0,1.0,214.0,-15.0,32,True,22.0,True,['Apr'],22.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,0.0,1.0,290.0,124.0,50.0,50.0,42.7,up,7.3,2.0,1.0,True Supply Problem,College
PC Basic Computer Skills,5.0,2.0,6.0,-66.0,23.0,292,False,12.0,False,,12.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,2.0,408.0,198.0,50.0,50.0,48.5,flat,1.5,2.0,1.0,On Track,Technology
Technical Writing,22.0,2.0,26.0,-91.0,140.0,1100,False,14.0,False,,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1443.0,570.0,9.0,8.7,40.0,down,-31.3,23.0,2.0,On Track (Low Util),College
Music Recording,1.0,2.0,1.0,71.0,-5.0,58,True,12.0,False,,12.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,,2.0,234.0,73.0,0.0,0.0,31.5,down,-31.5,2.0,0.0,Possible Placement Issue,Arts & Music
Probability,2.0,2.0,2.0,21.0,-3.0,82,True,17.0,False,,17.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1392.0,664.0,0.0,0.0,47.8,down,-47.8,3.0,0.0,Possible Placement Issue,College
Linguistics,2.0,3.0,2.0,29.0,-4.0,78,True,18.0,True,['Apr'],18.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,0.0,1.0,1242.0,447.0,0.0,0.0,36.1,down,-36.1,3.0,0.0,Possible Placement Issue,College
Structural Engineering,1.0,2.0,1.0,129.0,-9.0,44,True,16.0,False,,16.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,106.0,46.0,43.0,,43.4,,,0.0,0.0,Possible Placement Issue,College
Rhino,1.0,1.0,1.0,43.0,-3.0,70,True,10.0,False,,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,66.0,33.0,33.0,33.3,50.8,down,-17.5,3.0,1.0,Possible Placement Issue,Arts & Music
College Level American History,2.0,3.0,2.0,43.0,-6.0,70,True,20.0,False,,20.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,,1.0,174.0,91.0,52.0,,52.3,,,0.0,0.0,True Supply Problem,College
Clinical Psychology,2.0,2.0,2.0,14.0,-2.0,88,False,16.0,False,,16.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,,1.0,354.0,138.0,0.0,0.0,39.2,down,-39.2,2.0,0.0,On Track (Low Util),College
Conversational Spanish,14.0,10.0,17.0,-30.0,29.0,142,False,69.0,True,['Apr'],47.0,1.0,0.0,2.0,5.0,10.0,14.0,15.0,23.0,9.0,2.0,5.0,13.0,13.0,13.0,16.0,5.0,1833.0,648.0,15.0,14.8,35.7,down,-20.8,27.0,4.0,On Track (Low Util),Language
NCLEX,6.0,0.0,7.0,-98.0,41.0,4200,False,1.0,True,['Apr'],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,362.0,126.0,50.0,50.0,34.4,up,15.6,10.0,5.0,On Track,Professional/Cert
Japanese,1.0,3.0,1.0,171.0,-12.0,37,True,19.0,False,,19.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,1.0,1.0,3.0,1.0,4.0,5.0,4.0,1.0,2.0,149.0,71.0,0.0,0.0,48.0,down,-48.0,1.0,0.0,Possible Placement Issue,Language
Orton Gillingham,3.0,0.0,4.0,-95.0,20.0,2100,False,1.0,False,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,189.0,104.0,40.0,40.0,55.4,down,-15.4,5.0,2.0,On Track (Low Util),Other
Middle School Writing,99.0,0.0,119.0,-100.0,690.0,23100,False,3.0,True,['Apr'],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,6145.0,2062.0,21.0,20.9,34.1,down,-13.2,258.0,54.0,On Track (Low Util),Middle School
College Physics,6.0,3.0,7.0,-55.0,23.0,221,False,19.0,True,['Apr'],13.0,1.0,1.0,0.0,0.0,2.0,4.0,5.0,7.0,2.0,0.0,0.0,2.0,4.0,5.0,5.0,1.0,1004.0,516.0,53.0,52.9,51.4,flat,1.6,17.0,9.0,On Track,College
College Algebra,5.0,2.0,6.0,-57.0,20.0,233,False,15.0,True,['Apr'],15.0,1.0,0.0,0.0,0.0,2.0,5.0,7.0,1.0,0.0,0.0,0.0,4.0,6.0,4.0,3.0,5.0,1189.0,715.0,20.0,20.0,60.3,down,-40.3,5.0,1.0,On Track (Low Util),College
PSAT,7.0,1.0,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,809.0,563.0,68.0,68.0,69.6,flat,-1.6,25.0,17.0,On Track,Test Prep
Financial Accounting,5.0,2.0,6.0,-54.0,19.0,219,False,16.0,True,['Apr'],13.0,1.0,1.0,0.0,0.0,2.0,4.0,5.0,4.0,1.0,0.0,0.0,2.0,4.0,5.0,4.0,4.0,711.0,310.0,23.0,23.1,44.0,down,-20.9,13.0,3.0,On Track (Low Util),College
Mandarin Chinese 1,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,280.0,114.0,75.0,75.0,40.2,up,34.8,4.0,3.0,On Track,Language
Drawing,15.0,1.0,18.0,-93.0,98.0,1500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,934.0,296.0,22.0,22.2,32.1,down,-9.8,36.0,8.0,On Track (Low Util),Arts & Music
SAT Writing and Language,8.0,1.0,10.0,-88.0,49.0,800,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,904.0,516.0,64.0,64.0,56.9,up,7.1,25.0,16.0,On Track,Test Prep
French 1,9.0,1.0,11.0,-89.0,56.0,900,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,557.0,183.0,8.0,8.3,33.4,down,-25.1,12.0,1.0,On Track (Low Util),Language
ARRT - Radiography,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,43.0,24.0,0.0,0.0,58.5,down,-58.5,2.0,0.0,On Track (Low Util),Professional/Cert
NCLEX-RN,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,438.0,136.0,44.0,44.4,30.8,up,13.7,9.0,4.0,On Track (Low Util),Professional/Cert
Conversational German,1.0,3.0,1.0,200.0,-14.0,33,True,21.0,False,,21.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,4.0,6.0,4.0,0.0,2.0,163.0,62.0,0.0,0.0,38.5,down,-38.5,2.0,0.0,Possible Placement Issue,Language
NPTE,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,38.0,17.0,33.0,33.3,45.7,down,-12.4,3.0,1.0,On Track (Low Util),Professional/Cert
Java,9.0,1.0,11.0,-87.0,55.0,788,False,8.0,True,['Apr'],8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,659.0,359.0,43.0,43.5,54.9,down,-11.4,23.0,10.0,On Track (Low Util),College
Basic Computer Literacy,15.0,3.0,18.0,-79.0,83.0,477,False,22.0,True,['Apr'],13.0,1.0,0.0,0.0,0.0,1.0,5.0,6.0,10.0,0.0,0.0,0.0,1.0,5.0,6.0,,3.0,892.0,411.0,5.0,5.0,47.0,down,-42.0,20.0,1.0,On Track (Low Util),Technology
Organic Chemistry 2,2.0,1.0,2.0,-43.0,6.0,175,False,8.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,620.0,282.0,45.0,,45.5,,,0.0,0.0,On Track (Low Util),College
Computer Programming,13.0,1.0,16.0,-92.0,84.0,1300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1053.0,486.0,44.0,44.1,46.2,flat,-2.1,34.0,15.0,On Track (Low Util),College
Creative Writing,72.0,1.0,86.0,-99.0,497.0,7200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,4546.0,1392.0,15.0,14.8,31.0,down,-16.2,115.0,17.0,On Track (Low Util),College
College Computer Science,6.0,2.0,7.0,-74.0,31.0,382,False,11.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,638.0,321.0,53.0,53.3,50.2,up,3.1,15.0,8.0,On Track,College
Electrical Engineering,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,232.0,109.0,60.0,60.0,46.7,up,13.3,5.0,3.0,On Track,College
Portuguese,1.0,1.0,1.0,29.0,-2.0,78,True,9.0,False,,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,170.0,68.0,0.0,0.0,40.5,down,-40.5,2.0,0.0,Possible Placement Issue,Language
General Chemistry 2,2.0,1.0,2.0,-36.0,5.0,156,False,9.0,True,['Apr'],9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1056.0,503.0,0.0,0.0,47.7,down,-47.7,1.0,0.0,On Track (Low Util),College
Differential Equations,3.0,2.0,4.0,-48.0,10.0,191,False,11.0,True,['Apr'],11.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,503.0,275.0,33.0,33.3,54.8,down,-21.5,3.0,1.0,On Track (Low Util),College
Spanish 4,7.0,1.0,8.0,-86.0,42.0,700,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1554.0,597.0,20.0,20.0,38.5,down,-18.5,5.0,1.0,On Track (Low Util),Language
OTR,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,32.0,17.0,0.0,0.0,60.7,down,-60.7,4.0,0.0,On Track (Low Util),Professional/Cert
High School Level American History,10.0,1.0,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,708.0,323.0,23.0,22.7,46.4,down,-23.6,22.0,5.0,On Track (Low Util),High School
American Sign Language,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,145.0,64.0,20.0,20.0,45.0,down,-25.0,5.0,1.0,On Track (Low Util),Language
Grade 11 Physics,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,614.0,314.0,0.0,0.0,51.3,down,-51.3,2.0,0.0,On Track (Low Util),High School
Latin 1,1.0,1.0,1.0,-14.0,1.0,117,False,6.0,False,,6.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,166.0,81.0,0.0,0.0,49.1,down,-49.1,1.0,0.0,On Track (Low Util),Language
CPA FAR,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,118.0,52.0,44.0,,44.1,,,0.0,0.0,On Track (Low Util),Professional/Cert
ACT Reading,5.0,2.0,6.0,-66.0,23.0,292,False,12.0,True,['Apr'],12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,578.0,355.0,44.0,44.4,61.7,down,-17.2,9.0,4.0,On Track (Low Util),Test Prep
Math 3,1.0,1.0,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1094.0,500.0,0.0,0.0,45.7,down,-45.7,1.0,0.0,On Track (Low Util),High School
CogAT,1.0,2.0,1.0,57.0,-4.0,64,True,11.0,True,['Apr'],11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,91.0,43.0,47.0,,47.3,,,0.0,0.0,Possible Placement Issue,Test Prep
Middle School Social Studies,35.0,0.0,42.0,-100.0,244.0,24500,False,1.0,False,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,2440.0,1083.0,29.0,28.9,44.9,down,-16.0,83.0,24.0,On Track (Low Util),Middle School
ACT English,3.0,3.0,4.0,-14.0,3.0,117,False,18.0,True,['Apr'],17.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,755.0,433.0,43.0,42.9,57.5,down,-14.6,7.0,3.0,On Track (Low Util),Test Prep
VTNE,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,14.0,6.0,0.0,0.0,46.2,down,-46.2,1.0,0.0,On Track (Low Util),Professional/Cert
French Immersion,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,278.0,86.0,0.0,0.0,31.0,down,-31.0,1.0,0.0,On Track (Low Util),Language
Guitar,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,295.0,113.0,25.0,25.0,38.7,down,-13.7,8.0,2.0,On Track (Low Util),Arts & Music
AP Psychology,9.0,1.0,11.0,-89.0,56.0,900,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,476.0,233.0,27.0,26.7,49.7,down,-23.0,15.0,4.0,On Track (Low Util),AP
NCLEX-PN,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,95.0,38.0,33.0,33.3,40.2,down,-6.9,3.0,1.0,On Track (Low Util),Professional/Cert
Earth Science,15.0,1.0,18.0,-93.0,98.0,1500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,784.0,311.0,5.0,4.5,40.7,down,-36.1,22.0,1.0,On Track (Low Util),High School
Mandarin Chinese 2,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,288.0,113.0,29.0,28.6,39.5,down,-10.9,7.0,2.0,On Track (Low Util),Language
Microbiology,5.0,1.0,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1295.0,538.0,50.0,50.0,41.5,up,8.5,2.0,1.0,On Track,College
Chemistry 2,2.0,2.0,2.0,-14.0,2.0,117,False,12.0,False,,12.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,838.0,400.0,0.0,0.0,47.8,down,-47.8,1.0,0.0,On Track (Low Util),College
Functions,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,676.0,341.0,0.0,0.0,50.5,down,-50.5,1.0,0.0,On Track (Low Util),High School
CFA - Level 1,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,83.0,33.0,0.0,0.0,40.2,down,-40.2,1.0,0.0,On Track (Low Util),Professional/Cert
CompTIA Security+,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,154.0,38.0,0.0,0.0,25.0,down,-25.0,2.0,0.0,On Track (Low Util),Professional/Cert
